trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9172397698131307}",20,6,-47.78343939386001,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.9163456758491744}",20,0,-51.00294559312206,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.9154469889315323}",25,14,-63.65511940362595,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.9145437135646481}",25,14,-22.935369952802322,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.913635854275964}",25,9,-51.2043219920621,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.9127234156158976}",20,0,-71.2505255100642,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9118064021578198}",20,0,-108.48193732066505,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.9108848184980313}",20,9,6.87382232484688,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.9099586692557398}",25,0,-180.9094991922936,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9090279590730368}",20,0,-73.80731818342193,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.9080926926148748}",20,0,-73.03135599036932,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.907152874569043}",20,9,-17.855547975655195,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.9062085096461445}",20,1,-40.171804214999895,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.9052596025795725}",25,0,-239.4115202478118,"{0: 12, 1: 0, 2: 8, 3: 1, 4: 4}",0
197,False,"{'a': 0.5, 'e': 0.9043061581254865}",35,1,-201.47816413948075,"{0: 18, 1: 2, 2: 11, 3: 1, 4: 2}",1
198,False,"{'a': 0.5, 'e': 0.9033481810627885}",25,5,-55.431401819017815,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.9023856761930991}",25,0,-118.71640830798447,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.9014186483407334}",35,0,-118.26180266631599,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9004471023526769}",30,0,-121.62562443777932,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.8994710430985611}",35,0,-122.90486836026494,"{0: 27, 1: 1, 2: 2, 3: 3, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.8984904754706389}",30,0,-240.27019283347406,"{0: 16, 1: 1, 2: 7, 3: 3, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.8975054043837605}",20,2,-110.272961793479,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.8965158347753487}",25,0,-215.55916086148164,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
206,False,"{'a': 0.5, 'e': 0.8955217716053737}",20,7,-47.989374418653156,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.8945232198563288}",20,6,-16.595645528061233,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.8935201845332049}",20,0,-88.6157383906608,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.8925126706634662}",30,5,-57.88818669652502,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.8915006832970238}",20,6,-56.33161387976493,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.8904842275062117}",25,0,-78.41715734566107,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.8894633083857605}",30,0,-85.33251053270068,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.8884379310527719}",25,3,-10.365299378805096,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.887408100646694}",30,0,-191.2688586072073,"{0: 16, 1: 8, 2: 2, 3: 1, 4: 3}",0
215,False,"{'a': 0.5, 'e': 0.8863738223292938}",20,0,-83.3262724095651,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.8853351012846332}",35,0,-125.54768563892202,"{0: 20, 1: 5, 2: 8, 3: 2, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.8842919427190418}",20,0,-167.26106261026803,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
218,False,"{'a': 0.5, 'e': 0.8832443518610911}",20,0,-125.04250355917188,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.8821923339615686}",20,0,-81.71881149392973,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.881135894293451}",25,0,-152.13647500747336,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.880075038151878}",30,0,-130.17576597533244,"{0: 17, 1: 2, 2: 10, 3: 0, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.8790097708541261}",25,0,-65.36585781215199,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.8779400977395814}",20,2,-67.27697913946945,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.8768660241697128}",20,0,-125.9533484139944,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.8757875555280459}",20,0,-92.0465536506719,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.874704697220135}",20,0,-56.80739224079924,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.8736174546735369}",25,15,-26.0530071549473,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.8725258333377832}",20,0,-44.542481074970766,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.8714298386843529}",20,0,-18.410177363843708,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.8703294762066452}",30,5,-152.02449845947584,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",1
231,False,"{'a': 0.5, 'e': 0.8692247514199523}",20,0,-181.91322462714652,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 4}",0
232,False,"{'a': 0.5, 'e': 0.8681156698614308}",25,0,-122.15803443509697,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.8670022370900751}",20,0,-77.41285766621796,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.8658844586866885}",25,0,9.71032607531546,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.8647623402538559}",30,0,-150.16891599336498,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.8636358874159156}",20,0,-41.72088901011145,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.8625051058189308}",25,0,-155.20231323904954,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.8613700011306618}",30,0,-101.3487116127039,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.8602305790405369}",20,0,-39.580787969300815,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.859086845259625}",20,6,-66.27597815070878,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.8579388055206054}",30,2,-94.3133420328964,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.8567864655777406}",25,0,-136.1343569166959,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.8556298312068464}",20,0,-198.82384237332818,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
244,False,"{'a': 0.5, 'e': 0.8544689082052639}",25,0,-74.1337358610979,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.8533037023918291}",20,6,-26.90323323100003,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.8521342196068451}",20,12,2.129794799612097,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.850960465712052}",35,0,-108.72470951976726,"{0: 23, 1: 3, 2: 8, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.8497824465905979}",25,0,-99.34435470560483,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.8486001681470093}",25,0,-95.70673307412277,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.8474136363071614}",20,4,-36.910806979538975,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.8462228570182483}",35,0,-132.46846188461166,"{0: 21, 1: 5, 2: 7, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.8450278362487538}",30,0,-81.26012631455504,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.8438285799884209}",20,0,-109.28504141178139,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.8426250942482217}",20,0,-62.25598090790871,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.8414173850603277}",25,0,-66.96933893064745,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.8402054584780796}",20,0,-81.53810752825133,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.8389893205759563}",20,0,-190.91301948689167,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
258,False,"{'a': 0.5, 'e': 0.8377689774495451}",30,17,-66.68603248065263,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.836544435215511}",30,0,-143.72079444443602,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.835315700011566}",25,0,-131.42989954458716,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.8340827779964379}",25,0,-164.3060852658361,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
262,False,"{'a': 0.5, 'e': 0.8328456753498406}",25,0,-104.0643593008974,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.8316043982724416}",25,5,-27.91641242693227,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.8303589529858322}",25,0,-121.30037811661472,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.8291093457324955}",30,0,-44.00360342936316,"{0: 22, 1: 5, 2: 2, 3: 1, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.8278555827757756}",25,0,-159.19218373699672,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.8265976703998461}",20,0,-87.31807219584732,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.8253356149096782}",30,0,4.1709043423055885,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.8240694226310099}",25,0,-123.12800452924678,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.8227990999103134}",35,13,-9.220032585073174,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.8215246531147637}",20,0,-102.4274951474669,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
272,False,"{'a': 0.5, 'e': 0.8202460886322072}",25,12,-137.76687334861515,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 3}",1
273,False,"{'a': 0.5, 'e': 0.8189634128711284}",30,20,5.39565550383702,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.8176766322606194}",30,0,-192.22976577073712,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 4}",1
275,False,"{'a': 0.5, 'e': 0.8163857532503462}",25,0,-69.83287705226613,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.8150907823105171}",20,16,7.771164980918099,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.8137917259318506}",20,0,-37.66598079438372,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.8124885906255419}",20,0,-184.82386554180786,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
279,False,"{'a': 0.5, 'e': 0.8111813829232312}",25,0,-164.37175247131913,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
280,False,"{'a': 0.5, 'e': 0.8098701093769702}",25,0,-102.8956181576752,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.8085547765591902}",25,0,-136.83529313708758,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.8072353910626677}",20,0,-45.25271163581875,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.8059119595004932}",30,0,-161.70062315154146,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.8045844885060365}",20,0,-23.926968481992404,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.8032529847329142}",20,0,-106.72963692312611,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.801917454854956}",20,0,-57.42517568013128,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.800577905566172}",20,0,-98.24327368641141,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.7992343435807181}",20,0,-71.62183695523846,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.7978867756328627}",25,5,-49.777542200319395,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.7965352084769538}",25,0,-35.49674601804237,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.7951796488873836}",25,8,-147.62895167716374,"{0: 8, 1: 3, 2: 2, 3: 2, 4: 2}",1
292,False,"{'a': 0.5, 'e': 0.7938201036585559}",20,0,-48.12446573832577,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.7924565796048515}",25,0,-165.38076207648348,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.7910890835605937}",20,0,-137.70931160200016,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.7897176223800149}",20,0,-56.974399914910336,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.7883422029372212}",30,0,-136.97409525141228,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.7869628321261591}",20,0,-82.44769920406765,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.7855795168605801}",20,0,-21.738707447865004,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.784192264074006}",35,11,-50.57002457119818,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.7828010807196948}",35,13,-82.26607289354054,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.7814059737706054}",25,0,-43.020389523697204,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.7800069502193626}",20,0,-104.51384574913564,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.7786040170782226}",25,0,-44.59935652427694,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.7771971813790367}",30,0,-134.42304769612016,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.7757864501732176}",20,0,-107.56659700229902,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.7743718305317027}",25,0,-187.23554777919065,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
307,False,"{'a': 0.5, 'e': 0.7729533295449197}",25,0,-210.16509167014922,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
308,False,"{'a': 0.5, 'e': 0.7715309543227499}",20,0,-57.84082733614141,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.7701047119944938}",20,0,-151.90538192401374,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
310,False,"{'a': 0.5, 'e': 0.7686746097088346}",25,0,-76.41261139233559,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.7672406546338026}",25,0,-148.47532508953503,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
312,False,"{'a': 0.5, 'e': 0.7658028539567394}",30,0,-211.8675148507279,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
313,False,"{'a': 0.5, 'e': 0.7643612148842613}",20,1,-74.74353981493255,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.7629157446422239}",20,0,-13.644578635816183,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.7614664504756857}",20,0,-26.011883947408165,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.7600133396488713}",25,0,-42.13587008270015,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.7585564194451356}",25,0,-70.05164193115519,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.7570956971669273}",20,0,-68.42750529611948,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.7556311801357511}",25,0,-137.71710000169463,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
320,False,"{'a': 0.5, 'e': 0.7541628756921334}",20,0,-127.94152331907668,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.7526907911955827}",25,6,-8.973049211792688,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.7512149340245547}",20,0,-77.55960113917715,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.7497353115764149}",25,0,-133.64919797279376,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.7482519312674007}",30,0,-122.49035078455407,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
325,False,"{'a': 0.5, 'e': 0.7467648005325855}",20,0,-115.30132289011736,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.7452739268258401}",20,0,-109.42195609297801,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.7437793176197967}",25,0,-199.0059291724427,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
328,False,"{'a': 0.5, 'e': 0.7422809804058101}",20,0,-115.97235550542241,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.7407789226939213}",25,17,-6.716296455325657,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.7392731520128192}",25,0,-112.15049417114824,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.7377636759098027}",30,0,-123.08841166744367,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.7362505019507442}",25,0,-11.683533083755442,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.7347336377200492}",20,0,-64.67209401514678,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.733213090820621}",25,9,-27.507460623366427,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.7316888688738209}",25,0,-52.87105509195501,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.7301609795194304}",25,0,-37.0201619662262,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.7286294304156129}",20,5,-43.335173315465326,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.7270942292388758}",25,0,-14.428967677025963,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.7255553836840312}",30,0,-64.69134302494166,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.7240129014641578}",20,0,-27.135293236925772,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.7224667903105622}",20,0,-71.71755789049386,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.7209170579727402}",25,3,-44.827186642367835,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.719363712218338}",25,0,-113.41989782151474,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.7178067608331127}",20,0,-57.22245571006309,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.7162462116208941}",25,7,-76.80316879820845,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.7146820724035451}",25,0,-59.98977197566622,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
347,False,"{'a': 0.5, 'e': 0.7131143510209228}",20,4,-39.016505815126756,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.7115430553308386}",20,8,-38.41879305577448,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.7099681932090194}",20,0,-24.734698072438142,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.7083897725490682}",25,0,-177.95298891567856,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
351,False,"{'a': 0.5, 'e': 0.7068078012624242}",30,13,-41.066672728491554,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.7052222872783227}",20,0,-83.63351886610303,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.7036332385437565}",25,0,-35.7754223650433,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.7020406630234352}",30,0,-58.45454335165626,"{0: 20, 1: 6, 2: 3, 3: 1, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.7004445686997456}",30,0,-58.86112641829162,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.6988449635727115}",30,0,-178.55781216898967,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
357,False,"{'a': 0.5, 'e': 0.6972418556599542}",20,0,-15.70330823729386,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.6956352529966511}",30,1,-109.39774231767302,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.6940251636354965}",25,17,3.6309589223543695,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.6924115956466611}",30,0,-85.71045850553104,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.6907945571177511}",20,0,-57.78545038831384,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.6891740561537681}",20,12,-13.497223971597059,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.687550100877068}",25,6,-117.29717067911047,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
364,False,"{'a': 0.5, 'e': 0.6859226994273209}",25,0,-35.326272773661906,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.6842918599614699}",30,20,-24.709145128325495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.68265759065369}",25,0,-12.454393860306883,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
