trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.6810198996953478}",30,0,-10.46980988204971,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.6793787952949601}",20,12,-16.460485866474453,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.6777342856781523}",25,0,-98.20307544816197,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
370,False,"{'a': 0.5, 'e': 0.676086379087618}",20,2,-44.04641940692044,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
371,False,"{'a': 0.5, 'e': 0.674435083783077}",20,7,-48.493485880879554,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
372,False,"{'a': 0.5, 'e': 0.6727804080412345}",25,0,-62.308254243166424,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.6711223601557392}",25,0,-103.2510926299441,"{0: 16, 1: 2, 2: 3, 3: 4, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.6694609484371413}",30,0,-81.06824655960318,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.6677961812128522}",25,0,-28.256919272389297,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.6661280668271015}",25,0,-143.45472616719417,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.6644566136408956}",20,11,-49.036706801460625,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.5, 'e': 0.6627818300319758}",20,0,-78.1685027473536,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.6611037243947765}",25,0,-138.17873506507308,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
380,False,"{'a': 0.5, 'e': 0.6594223051403827}",30,15,-52.45065103257901,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.6577375806964882}",25,4,16.75263749182095,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.6560495595073536}",20,0,-148.02638591110275,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 4}",0
383,False,"{'a': 0.5, 'e': 0.6543582500337626}",20,15,3.2506879763840026,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.6526636607529815}",25,0,-117.25533333820634,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
385,False,"{'a': 0.5, 'e': 0.6509658001587159}",30,11,-17.37102705215193,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.6492646767610671}",20,5,-83.17841213489871,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
387,False,"{'a': 0.5, 'e': 0.6475602990864916}",20,0,-24.030030370440507,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.6458526756777561}",25,6,-1.6519059650352896,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.6441418150938961}",25,0,-12.232056434775224,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.642427725910173}",25,0,-121.63820390612656,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
391,False,"{'a': 0.5, 'e': 0.6407104167180303}",35,16,7.1725073862619215,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.6389898961250513}",20,0,-121.44195266363482,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.6372661727549153}",20,0,2.511657092506547,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.6355392552473548}",35,11,-4.579336828458264,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.6338091522581124}",20,3,15.499402506810153,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.632075872458897}",30,0,-80.76540898173468,"{0: 21, 1: 2, 2: 4, 3: 3, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.6303394245373402}",20,6,-31.718209827641324,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.6285998171969535}",20,0,-80.81919348969251,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
399,False,"{'a': 0.5, 'e': 0.6268570591570835}",20,0,-79.57636747427068,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.6251111591528696}",25,11,19.700777614793243,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.6233621259351992}",25,0,-70.09759694939933,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.6216099682706645}",20,0,-31.303628523376357,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.6198546949415173}",20,8,-18.612556229201445,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.618096314745627}",25,0,-135.91506933376118,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
405,False,"{'a': 0.5, 'e': 0.6163348364964345}",20,6,-24.684692238685187,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.6145702690229093}",20,12,-6.4151075561039335,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.6128026211695052}",25,0,-144.60537100319445,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 4}",0
408,False,"{'a': 0.5, 'e': 0.6110319017961151}",25,0,-38.125169067767104,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.6092581197780271}",35,15,-5.5482122677616905,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.6074812840058808}",25,7,-116.64911678763006,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 2}",1
411,False,"{'a': 0.5, 'e': 0.6057014033856207}",25,3,-37.170082916187496,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
412,False,"{'a': 0.5, 'e': 0.6039184868384543}",20,0,-165.02978133336214,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
413,False,"{'a': 0.5, 'e': 0.6021325433008048}",35,27,17.0717827704615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.6003435817242678}",25,11,-33.06392319188805,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.5985516110755664}",20,0,-42.26264679031289,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.5967566403365052}",35,23,-7.42744286115014,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.5949586785039269}",30,16,-27.203874915191307,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.5931577345896657}",30,1,-88.56598345548696,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 2}",1
419,False,"{'a': 0.5, 'e': 0.5913538176205025}",30,0,-11.826861962305651,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.5895469366381207}",25,3,-47.56889913361552,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.5877371006990595}",25,0,-53.59121987920433,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.5859243188746692}",25,0,-78.62148699494011,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.5841086002510658}",20,13,-26.83807568788303,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.5822899539290848}",25,11,-18.89376588343758,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.5804683890242367}",20,9,0.7305825079805708,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.57864391466666}",30,9,-16.431068676530156,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.5768165400010768}",20,0,-89.29652479309517,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
428,False,"{'a': 0.5, 'e': 0.5749862741867457}",20,0,-9.75935730467624,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.5731531263974168}",20,2,-9.215440065483474,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.5713171058212851}",20,15,-1.3900431207856174,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.5694782216609449}",20,6,-18.356446221597512,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.5676364831333436}",20,1,-150.4565483807831,"{0: 10, 1: 2, 2: 2, 3: 3, 4: 2}",1
433,False,"{'a': 0.5, 'e': 0.5657918994697352}",25,14,-7.190160256268954,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.5639444799156341}",25,6,-4.8209775272698865,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.5620942337307696}",20,13,-71.52292145279289,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
436,False,"{'a': 0.5, 'e': 0.5602411701890379}",20,14,9.874591130027271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.558385298578457}",20,0,-19.040121921323564,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.5565266282011195}",25,16,8.477517072179676,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.5546651683731461}",25,0,-50.08727632276183,"{0: 20, 1: 1, 2: 1, 3: 3, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.5528009284246391}",25,10,-7.194965098573039,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.5509339176996352}",25,10,1.236181742864363,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.5490641455560592}",30,0,-84.22157992398321,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.5471916213656766}",20,11,3.099038786513775,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.5453163545140467}",20,6,-1.3607056750057094,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.5434383544004762}",20,0,-76.5163799163835,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
446,False,"{'a': 0.5, 'e': 0.5415576304379713}",20,0,-86.50263072823083,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.5396741920531908}",20,15,6.606940420042369,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.5377880486863988}",25,13,14.700790204666854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.5358992097914175}",20,0,-42.018239686980465,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.5340076848355801}",20,6,-42.05482093257095,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.5321134832996822}",20,0,5.598130672776231,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.5302166146779361}",30,0,-49.701282061005166,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.5283170884779218}",25,11,-14.743392144986696,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
454,False,"{'a': 0.5, 'e': 0.5264149142205389}",25,1,-54.914794240602845,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 1}",1
455,False,"{'a': 0.5, 'e': 0.524510101439961}",30,6,-35.4075314286665,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 1}",1
456,False,"{'a': 0.5, 'e': 0.5226026596835861}",25,9,-22.190316237503236,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.5, 'e': 0.5206925985119892}",20,13,-35.903442228043005,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.5187799274988748}",20,0,-4.68244917145434,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.5168646562310277}",35,9,-34.517316581000024,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.5149467943082671}",35,0,-97.49084230628085,"{0: 25, 1: 2, 2: 5, 3: 2, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.5130263513433964}",20,0,-111.5684965209134,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.5111033369621558}",35,0,-79.40361415297056,"{0: 28, 1: 0, 2: 4, 3: 2, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.5091777608031745}",20,9,12.723192883740667,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.5072496325179217}",20,7,-28.288941039380344,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.5053189617706585}",25,12,16.447377038693833,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.5033857582383896}",25,0,-120.45396353994626,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
467,False,"{'a': 0.5, 'e': 0.5014500316108144}",20,0,-20.727808060177296,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.499511791590279}",30,20,-3.7656637874822816,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.497571047891727}",30,0,-39.401383420646816,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",1
470,False,"{'a': 0.5, 'e': 0.4956278102426512}",20,0,-53.18956013863324,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.4936820883830446}",25,0,-29.717602263087496,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.4917338920653519}",30,19,-5.562423142680014,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.48978323105442}",20,0,4.59508311020741,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.48783011512744995}",20,0,-127.43519702344798,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",1
475,False,"{'a': 0.5, 'e': 0.48587455407394703}",20,0,-89.60655138055236,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
476,False,"{'a': 0.5, 'e': 0.4839165576956724}",25,0,-22.721577042011443,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 0.48195613580659347}",20,14,-0.9055747464553634,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.47999329823283504}",20,0,-28.66003132758429,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
479,False,"{'a': 0.5, 'e': 0.4780280548126299}",30,22,17.009751733917057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.47606041539626953}",20,7,4.3128853912385345,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.4740903898460548}",35,15,5.777203690865792,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.4721179880362464}",25,0,-62.257986011082124,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
483,False,"{'a': 0.5, 'e': 0.4701432198530154}",25,11,-8.020004581259983,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.46816609519439384}",20,11,4.537433065553435,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.4661866239702249}",20,0,-18.64579801088329,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.4642048161021132}",20,13,1.5631602522646317,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.46222068152337603}",25,3,-20.787261185564844,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.46023423017899145}",20,15,-0.03363992325164333,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.45824547202555055}",25,0,-53.59469241697497,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.45625441703120656}",20,0,-10.385380413139636,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.4542610751756248}",25,0,-50.62988404215537,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.4522654564499338}",20,14,3.8835552683786188,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.45026757085667307}",35,13,-47.596131231315255,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.44826742840974476}",20,0,10.111464565453295,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.44626503913436366}",30,3,-67.9903634022058,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
496,False,"{'a': 0.5, 'e': 0.44426041306700476}",30,0,-9.883476689380318,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.4422535602553558}",25,18,-7.980495161454351,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.440244490758265}",25,11,-40.173976256940215,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.4382332146456904}",20,7,8.81468390665409,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.4362197419986518}",20,10,17.097066063304172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.4342040829091768}",35,15,-15.794555937258203,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.4321862474802533}",25,3,5.938896031943459,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.4301662458257772}",30,10,2.5110807122043055,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.42814408807050136}",25,7,-8.642557105334765,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.4261197843499867}",25,8,10.0228297298591,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.4240933448105495}",20,10,-15.445133849802342,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.4220647796092115}",25,0,-31.569865974924056,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.42003409891364907}",30,0,-125.99048843670488,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
509,False,"{'a': 0.5, 'e': 0.418001312902141}",30,0,-45.73696688670605,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.4159664317635197}",20,0,18.077491043395813,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.4139294656971182}",35,19,-20.416140142216406,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.5, 'e': 0.4118904249127198}",25,19,4.983020726350525,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.40984931963050686}",25,11,-20.064627689705638,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.40780616008100945}",25,17,-11.514504162502918,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.40576095650505417}",30,10,-29.179209042008303,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.40371371915371285}",20,12,-35.388677853469446,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.5, 'e': 0.40166445828825104}",20,0,-51.66477455307617,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
518,False,"{'a': 0.5, 'e': 0.39961318418007663}",20,0,8.251297211239262,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.3975599071106885}",30,15,-11.256274688251214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.5, 'e': 0.39550463737162483}",20,7,4.906380728096048,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.3934473852644114}",20,6,10.985147693073477,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.3913881611005104}",25,15,7.370713191140785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.3893269752012682}",25,1,-0.3986703844138846,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.387263837897864}",20,14,-1.2555088328703525,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.38519875953125793}",20,16,8.334325317923007,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.3831317504521392}",20,8,-31.045304450968004,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.38106282102087424}",30,19,-62.49050922111373,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
528,False,"{'a': 0.5, 'e': 0.37899198160745473}",25,7,-34.95180011764798,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.37691924259144566}",25,3,13.680137714980829,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.3748446143619334}",20,12,-9.426221317262861,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.37276810731747334}",35,19,-5.320563095315393,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.3706897318660382}",25,13,-20.275098104327263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
533,False,"{'a': 0.5, 'e': 0.36860949842496543}",20,13,16.073028004763245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.3665274174209053}",25,8,27.44966547875373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.3644434992897684}",25,4,-7.538161451163063,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.3623577544766734}",20,6,-45.645514151681056,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.36027019343589556}",35,7,2.533866145307841,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.3581808266308122}",25,11,-39.062911293415276,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
539,False,"{'a': 0.5, 'e': 0.35608966453385227}",20,14,-2.5540230725239805,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.35399671762644375}",20,8,-39.374689912237635,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.35190199639895914}",25,14,1.0189609532935346,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.3498055113506659}",20,0,15.717879276163698,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.34770727298967075}",25,0,-101.79763297813565,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
544,False,"{'a': 0.5, 'e': 0.3456072918328691}",20,7,2.2728250236237315,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.3435055784058923}",20,9,-8.794711728729908,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.34140214324305274}",25,13,11.261958841884644,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.33929699688729414}",30,18,-13.843471042696216,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.3371901498901365}",20,0,9.16258027255402,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.3350816128116232}",20,15,-13.441935044918015,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.3329713962202702}",25,11,-10.750929147231371,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
